oldPhenotypeId,newPhenotypeId,phenotypeId,phenotypeName,referentConceptId,clinicalDescription,literatureReview,phenotypeNotes,deprecate
4064161000,4212540000,4064161000,Cirrhosis of liver,4064161,"Overview: [Deprecated in favor of 4212540000, Chronic liver disease] Cirrhosis is progressive hepatic fibrosis with distortion of liver architecture with the formation of regeneration nodules. This is an irreversible and advanced stage of liver damage with reduction in liver function. Presentation: most commonly non-specific with pruritis, weight loss, weakness, fatigure. In some cases there may hepatic decompensation related symptoms like encephalopathy, portal hypertension related ascities, gastroesophageal bleeding. Assessment: elevated liver enzymes, ultrasound liver. Liver biopsy to confirm presence of cirrhosis. Reduced platelet count, increase PT/INR, low albumin to globulin ratio suggest advanced disease. Plan: Portal hypertension related complications are common such as variceal bleeding (hematemis, melena), ascities, spontaneous bacterial peritonitiis - these may require surgical management. Prevent Hepatic encephalopathy using lactulose/rifaximin. Treat any underlying viral hepatitis. Maintain compensated cirrhosis. Prognosis: poor if decompensated cirrhosis. May recover with liver transplantation.",,,Y
4067106000,4067106000,4067106000,Miscarriage or abortion,4067106,"Overview: Spontaneous abortion. Miscarriage is when an embryo or fetus dies before the 20th week of pregnancy. Several types of miscarriages - threatened, inevitable, incomplete, complete, and missed miscarriage. A miscarriage is an abortion that occurs without intervention. Presentation: fluid, blood, or tissue passing from the vagina and pain in the belly or lower back, cramping. Assessment: Pelvic exam, ultrasound, changes in HCG (level of the pregnancy hormone, human chorionic gonadotropin). Plan: medical abortion, dilation and curettage, vacuum aspiration, dilation and evacuation. Prognosis: Common experience for pregnancies to end in miscarriage. Can be dangerous if not treated.",,,
4070552000,4164770000,4070552000,Miller Fisher syndrome,4070552,"Overview: [Deprecate in favor of  4164770000 Guillain-Barré syndrome]An auto-immune, antibody mediated variation of Guillan-Barre syndrome in which there is eye muscle weakness or paralysis, abnormal gait (ataxia) and areflexia (absence of reflexes). Presentation: Ophthalmoplegia, ataxia, areflexia. Only 1/4 of cases develop limb weakness. Assessment: Nerve conduction studies (NCS, EMG)(should be normal, as opposed to abnormal in GBS), lumbar puncture evaluation, tests for anti-self antibody in the blood, history of C. jejuni infection. No alterations in consciousness. Diagnosis of exclusion of other etiologies. Plan: Cessation of offending agent (vaccine, treatment of infection), supportive care including eye muscle rehabilitation and gait training, Prognosis: Self-limited, variable persistence of symptoms. Typically resolved within 28 days of onset.",,May not needs to be a phenotype. Merge to Guillan Barre syndrome?,Y
4074815000,4043371000,4074815000,Inflammatory bowel disease,4074815,"Overview:  [Deprecate in favor of Inflammatory disorder of digestive tract, 4043371000] Inflammatory bowel disease (IBD) is made up of ulcerative colitis and Crohn disease. The two conditions have significant overlap in clinical and pathologic factors but are different enough to be considered distinct diseases. While, Ulcerative colitis affects the colon, Crohn disease may involve any part of the gastrointestinal tract. Presentation: See Crohns and UC. IBD is combinationAssessment: See Crohns and UC. IBD is combinationPlan: See Crohns and UC. IBD is combination Prognosis: See Crohns and UC. IBD is combination",,,Y
4079843000,4306655000,4079843000,Neonatal death,4079843,"Overview: [Deprecated in favor of Death, 4306655000] Death of a newborn between 1 day and 4 weeks after birth. This applies to full term infants -- preterm infants that are born prior to viability have slightly different criteria for timing Presentation: Live birth of a term or otherwise viable infant followed by cessation of breathing, heartbeat, and brain function within 28 days. Absence of pupillary response to light, absenceof motor response to pain. 5 minutes of respiratory arrest. Assessment: If event does not result in sudden death, evaluate for infection, evaluate for cardiopulmonary defects or dysfunction. Plan: If underlying cause found, treat. Prognosis: Fatal.",,,Y
4091559000,378135000,4091559000,Facial palsy,4091559,"Overview: [Deprecate in favor of 378135000 Facial nerve disorder] As an adverse event following immunization, the unilateral inability to operate the voluntary muscles of the face innervated by the facial nerve (cranial nerve VII), sometimes referred to as Bell's palsy. Occurs in the absence of central nervous system disease or posterior fossa disease. Presentation: acute, unilateral facial paralysis. Typically, unable to raise an eyebrow, smile, whistle. The affected side of the face droops Assessment: CT or MRI of brain to rule out central nervous system cause. History of recent vaccine or illness, physical exam findings including testing of cranial nerves. Plan: Watchful waiting, steroids, acyclovir or valacyclovir if concern for a HSV or zoster cause. Supportive care including lubrication of affected eye (since blink function impaired) Prognosis: Usually self-limited but can have long-term paralysis of part or all of one side of the face.",,,Y
4092289000,4092289000,4092289000,Livebirth,4092289,"Overview: A birth at which a child is born alive. Refers to the complete expulsion or extraction from its mother of a product of conception, irrespective of the duration of the pregnancy, which, after such separation, breathes or shows any other evidence of life. Presentation: Vaginal birth or by Caesarean section with a fetus showing signs of life -voluntary movement, heartbeatAssessment: physical exam of signs of life Plan: Airway, breathing, circulation Prognosis: Not all pregnancies result in live births.",,,
4094294000,4094294000,4094294000,Clinical Signs and Symptoms,4094294,Overview: Presentation: Assessment: Plan: Prognosis:,,,
4098292000,4098292000,4098292000,Antiphospholipid syndrome,4098292,"Overview: (APS) Autoimmune disorder that makes antibodies attacking phospholipids. The immune system mistakenly produces antibodies that makes blood much more likely to clot. Causes dangerous blood clots in the legs, kidneys, lungs and brain. In pregnant women, can result in miscarriage and stillbirthPresentation: Blood clots in your legs (DVT). Repeated miscarriages or stillbirths. Stroke. Transient ischemic attack (TIA).Rash - red rash with a lacy, net-like patternAssessment:To confirm a diagnosis, the presence of anti-phospholipid autoantibodies (aPL).(aPL) must appear at least twice, in tests conducted 12 or more weeks apart. Plan: Blood-thinning medications Prognosis: No cure for antiphospholipid syndrome, but medications can reduce risk of blood clots. Can lead to permanent organ damage or death if continue to have thrombotic events. APS has a genetic component, although there is not a direct transmission from parent to offspring.",,,
4098597000,436081000,4098597000,Waldenström macroglobulinemia,4098597,"Overview: [Deprecated in favor of Immunosecretory disorder 436081000] Rare type of cancer that begins in the white blood cells (starts in B cells). A type of non-Hodgkin's lymphoma. It's sometimes called lymphoplasmacytic lymphoma. WM cells make too much immunoglobulin M, or IgM. Presentation: bruising, bleeding, fatigue, numbness hands or feet (neuropathy), fever, SOB, swollen liver/spleen and lymph nodes (people over 65 and white men)Assessment: CBC, Immunoglobulin levels - IgM and IgG proteins, bone marrow aspiration & biopsy, protein electrophoresis, cytogeneticsPlan: plasmapheresis, chemo, biologics, BMT - main plan: chemotherapy and immunotherapy. No single standard of treatmentPrognosis: Watchful waiting. Chronic, spreads slowly, controlled easily when diagnosed early.",,,Y
4101602000,4137275000,4101602000,Henoch-Schönlein purpura,4101602,"Overview: [Deprecate, in favor of 4137275000 Vasculitis] Immunoglobulin A vasculitis (IgA vasculitis [IgAV]; formerly called Henoch-Schönlein purpura [HSP]), is the most common form of systemic vasculitis in children. A primarily pediatric condition that is an IgA mediated vasculitis most commonly seen in ages 3-15 years, with predominant occurrence in winter often one to two weeks after a viral upper respiratory tract infection. Presentation: Disease is characterized by tetrad of manifestations of palpable purpura in patients with neither thrombocytopenia nor coagulopathy, arthritis/arthralgia, abdominal pain and renal disease. Palpable purpura (raised purple lesions) symmetrically distributed over legs and buttocks, trunk usually spared. Swelling and joint pain affecting ankles and knees most commonly. Abdominal pain and severe GI disorders are rare but significant sequelae. Assessment: The diagnosis of IgAV is typically based upon clinical manifestations of the disease (palpable purpura without thrombocytopenia or coagulopathy and two or three of the remaining clinical features: arthritis/arthralgia, abdominal pain, and renal disease). However, the classic rash of IgAV is not the initial presenting sign in approximately one-quarter of affected individuals.  It may be difficult to make the diagnosis of IgAV prior to the appearance of a rash in patients who present with other clinical manifestations, such as abdominal pain or arthritis, particularly in isolation. In patients with incomplete or unusual presentations, a biopsy of an affected organ (eg, skin or kidney) that demonstrates leukocytoclastic vasculitis with a predominance of IgA deposition confirms the diagnosis of IgAV. CMP, UA for protein, red blood cells, casts. Skin biopsy for IgA deposition in small vessel walls if needed. Plan: Corticosteroids for abdominal symptoms and prevention of abdominal complications. If IgAV nephritis is present, steroids and other immunosuppressive drugs have been used. Evaluate for infection including Hep A and B, mycoplasma. Prognosis: Typically self-limited except in cases of severe kidney disease. Long term follow up needed as renal disease can manifest after recovery from initial presentation",,,Y
4103295000,44784217000,4103295000,Ventricular tachycardia,4103295,"Overview: [Deprecated in favor of Cardiac Arrythmia, 44784217000] (VT) is a fast, abnormal heart rate. It starts in the heart’s lower chambers, called the ventricles. VT is defined as 3 or more heartbeats in a row, at a rate of more than 100 beats a minute. May last for only a few seconds or for a longer period of time. Presentation: fast heart beat, palpitations, dizzy, chest pain, neck tightness, SOB, can present with sudden cardiac arrest Assessment: EKG, can be dx during a stress test Plan: beta-blocker or antiarrhythmic. For VT that is sustained or life-threatening, an implantable cardiac defibrillator (ICD), catheter ablation. For sustained VT - defibrillator, or cardioversion  Prognosis: May have mild symptoms, or no symptoms at all. But for others, VT can be very dangerous. It can lead to sudden cardiac arrest and death.",,,Y
4112853000,4112853000,4112853000,Breast cancer,4112853,"Overview: Cancer that forms in the cells of the breasts, can be ductal or lobular. HER2-positive breast cancer, Hormone receptor-positive/ER-positive breast cancer, Triple-negative breat cancer (there are also other types)Presentation: Lump in the breast or armpit, bloody discharge from the nipple, and changes in the shape or texture of the nipple or breast (can have no symptoms)Assessment: family history, breast exam, mammogram or ultrasound, if needed MRI, needle biopsy, Plan: Staging of the cancer and general health - chemo, radiation and/or surgery; proton therapy Prognosis: Multiple factors to determine Prognosis: including breast cancer stage",,,
4124836000,321052000,4124836000,Peripheral ischaemia,4124836,"Overview: [Deprecate in favor of 321052000, Peripheral vascular disease] Inadequate circulation of blood to the extremities (especially fingers, toes) which can lead to death or injury of the affected tissue. Presentation: Blue, white, black, or purple discoloration of the affected areas, often painful. Assessment: serum inflammatory markers; arteriogram, echocardiogram (to evaluate for arterial embolus source) CT angiogram Plan: If Raynaud phenomenon suspected, calcium channel blocker and warming affected limb with heat source. If atherosclerotic disease, medical management (control of cholesterol and blood pressure) or, in severe cases, vascular intervention such as stenting or bypass of an artery. If autoimmune, immune modulators may benefit (steroids) Prognosis: Potentially limb threatening.",,,Y
4131909000,4131909000,4131909000,Thyroid cancer,4131909,"Overview: Cancer of the thyroid. Thyroid produces hormones that regulate your heart rate, blood pressure, body temperature and weight. Papillary thyroid cancer (TC), Follicular TC, Anaplastic TC, Medullary TC. Presentation: Might not cause any symptoms at first. But as it grows, causes pain and swelling in the neck. Lump can be felt on the neck. horseness (changes to voice), difficulty swallowing, swollen lymph nodes in neck Assessment: physical exam (thyroid nodules), thyroid blood tests (TSH), ultrasounds (thyroid), needle aspiration biopsyPlan: Active surveillance if very small and low risk; most undergo surgery to remove thyroid (thyroidectomy) and lymph node dissection - after surgery thyroid hormone therapy, radioactive iodine. May need chemo, or external radiation therapy. Prognosis: Cured with treatment.",,,
4133004000,4133004000,4133004000,Deep vein thrombosis,4133004,"Overview: In general, DVT would imply lower extremity DVT (calf or leg), but occassionally may happen in other areas like upper extremity DVT. Presentation: of lower extremity DVT maybe nonspecific and many patients are asymptomatic. Leg pain or swelling may occur in the affected leg, throbbing or cramping pain in calf or thigh, swelling, red, warm skin around the painful area, swollen veins that are hard or sore to touch, ultrasound (where there is a clot), D-dimer (elevated), venography, CT or MRI Plan: anti-coagulants, Xa inhibitors, catheter-directed thrombolysis; filters, compression stockings. Prognosis: Serious, as can loosen and lodge in the lungs (pulmonary embolism) can be life-threatening. May lead to longterm treatment with anticoagulant with inherent bleeding risks.",,,
4137275000,4137275000,4137275000,Vasculitis,4137275,"Overview: (plural: vasculitides) are serious and sometimes fatal diseases that require prompt recognition and therapy. They are defined by the presence of inflammatory leukocytes in vessel walls (sign of inflammation) with reactive damage to mural structures that may lead to compromised lumen with restriction of blood flow to tissues and associated acute or chronic organ/tissue damage. Also known as angiitis and arteritis - the naming conventions are changing with eponyms being replaced. Most important recent name changes include 'eosinophilic granulomatosis with polyangiitis EGPA' for Churg-Strauss syndrome; 'granulomatosis with polyangiitis GPA' for Wegener's granulomatosis; 'immunoglobulin A (IgA) vasculitis IgAV' for Henoch-Schönlein purpura (HSP); 'anti-C1q vasculitis' for 'hypocomplementemic urticarial vasculitis'; 'cryoglobulinemic vasculitis' for essential cryoglobulinemic vasculitis. Antineutrophil cytoplasmic antibody (ANCA)-associated vasculitis (AAV) includes three disorders - microscopic polyangiitis (MPA), GPA, and EGPA. Non-infectious vasculitides are classified primarily by the predominant vessel involved - although some forms of vasculitis may not show predilection to one vessel type. Large Vessel Vasculitis (Takayasu’s arteritis, Giant cell arteritis); Medium vessel arteritis (polyarteritis nodosa, Kawasaki disease - mucocutaneous lymph node syndrome); Small vessel vasculitis (ANCA associated vasculitis, MPA (GPA, EGPA), Immune complex small vessel vasculitis (anti glomerular basement membrane disease - GBM, Cryoglobulinemic, IgA, anti-C1a; variable vessel (Behçet , Cogan).  Single organ cutaneous vasculitis (Cutaneous small vessel vasculitis) is a syndrome defined as a single-organ, skin-isolated small vessel vasculitis or angiitis, without systemic vasculitis or glomerulonephritis i.e. without the involvement of other organ systems such as the heart, lungs, GI system, kidney or arthritis - and may be due to medication exposure (common etiology) such as penicillins, cephalosporins, sulfonamides (including most loop and thiazide-type diuretics), phenytoin, and allopurinol, or infections such as Hepatitis B/C, HIV, chronic bacteremias like endocarditis, shunts. Kawasaki's, aka mucocutaneous lymph node syndrome is a vasculitides of childhood (rare in adults), typically self-limited with fever and inflammation lasting about 2 weeks without therapy, but may lead to complications such as coronary artery aneurysms, heart failure, myocardial infarction, arrythmia, peripheral arterial occlusion.  Henoch-Schönlein purpura is the most common form of systemic vasculitis in children, a primarily pediatric condition that is an IgA mediated vasculitis most commonly seen in ages 3-15 years, with predominant occurrence in winter often one to two weeks after a viral upper respiratory tract infection. Presentation: Vasculitis is rare but should be considered in patients who present with systemic or constitutional symptoms in combination with evidence of single and/or multiorgan dysfunction. Include, fever, headache, fatigue, wt loss, general aches and pains, night sweats, rash, numbness or weakness. Behçet is associated with painful, recurrent oral ulcers M > F. Kawasaki has fever (> 5 days) with signs of mucocutaneous inflammation (fissured lips, injected pharynx, strawberry tongue, mucositis), bilateral bulbar conjunctival injection, erythema of palms or soles, edema, desquamation of periungual areas, polymorphous rash, cervical lymphadenopathy, arthritis. Henoch-Schönlein purpura is characterized by tetrad of manifestations of palpable purpura  (raised purple lesions, symmetrically distributed over legs and buttocks, trunk usually spared) in patients with neither thrombocytopenia nor coagulopathy, arthritis/arthralgia, abdominal pain and renal disease. Assessment: C-reactive protein, CBC, anti-neutrophil cytoplasmic antibodies test, urinalysis, x-rays, ultrasound, CT, MRI, PET, angiography, biopsy (affected area). Plan: Control the inflammation and resolve underlying disease triggering the vasculitis. If due to external exposure, identify and discontinue. Remission induction and remission maintenance using corticosteroids, steroid-sparing meds. Disease specific treatments are possible for some sub-types. Maintenance may include surgery if vasculitis caused an aneurysm or blocked arteries. Prognosis: Limited data. Depends on type of vasculitis and organs involved and how serious. Some initial success with treatment, some have flare-ups, and some vasculitis does not go away and requires ongoing treatment. IVIG for Kawasaki’s may reduce complications such as coronary artery aneurysm. Henoch-Schönlein purpura is typically self limited.",,,
4138837000,4138837000,4138837000,Pericarditis,4138837,"Overview: Inflammation of the pericardial fibroelastic sac - classified into five subtypes, Acute and recurrent pericarditis, Pericardial effusion without major hemodynamic compromise, Cardiac tamponade with hemodynamic compromise, Constrictive pericarditis, Effusive-constrictive pericarditis. If myocardial inflammation is also present  then the term myopericarditis or perimyocarditis is used. Presentation: Sharp chest pain improved by sitting up and leaning forward. If pericardiatis is due to infection, fever may be present. Assessment: Auscultation for pericardial friction rub; ECG showing widespread ST elevations, chest x ray, cardiac markers (troponin) elevation, pericardiocentesis/pericardial biopsy, CBC, sed rate, CRP, echocardiography. Blood cultures for fever, rheumatology workup in young women. Plan: NSAIDs (nonsteroidal anti-inflammatory drugs) with colchicine or aspirin. If this treatment fails, further workup needed to rule out atypical forms of pericarditis including tuberculosis, cancer, and inflammatory disease. Most low risk patients may be managed in ambulatory settings, high risk patients need to be hospitalized. High risk features include fever, sub-acute onset, hemodynamic compromise/cardiac tamponade, immunosuppression, on anticoagulant therapy, acute trauma, elevated cardiac enzymes. Prognosis: Patients with acute idiopathic or viral pericarditis have a good long-term prognosis - typically self-limited over 2 weeks with NSAID treatment resulting in good long-term prognosis. Cardiac tamponade rarely occurs in patients with acute idiopathic pericarditis and is more common in patients with a specific underlying etiology such as malignancy, tuberculosis, or purulent pericarditis. Constrictive pericarditis may occur in approximately 1 percent of patients with acute idiopathic pericarditis and is also more common in patients with a specific etiology.",,cohort definition for each subtype,
4139034000,4139034000,4139034000,Immune reconstitution syndrome,4139034,"Overview: abbreviated IRIS. a collection of inflammatory disorders associated with paradoxical worsening of preexisting infectious processes following the initiation of antiretroviral therapy (ART) in HIV-infected individuals. Synonyms - Immune recovery disease, Immune reconstitution disease, Immune reconstitution syndrome, Immune restoration disease, Immune rebound illness, Steroid-withdrawal disease, Immunorestitution disease, Immune response reactions. There is no universally agreed-upon definition for the immune reconstitution inflammatory syndrome (IRIS). However, it is generally accepted that the diagnosis of IRIS requires the worsening of a recognized (""paradoxical"" IRIS) or unrecognized preexisting infection (""unmasking"" IRIS) in the setting of improving immunologic function. Presentation: Symptoms associated with prior infections at the site of pre-existing infection (for example, people with HIV on ART who were previously treated for pulmonary tuberculosis may have new fevers, malaise, weight loss and worsening respiratory symptoms). Multiple infections previously cleared by the patient can be the culprit: cryptococcus, CMV, JC virus, pneumocystis, Hepatitis B and C, for example. Assessment: Distinguish from active infection with history and physical examination, including opportunistic infections. Plan: Supportive care and glucocorticoids may be needed for severe symptoms. Treat for opportunistic infections if indicated. Continue ART. Prognosis: Usually self-limited with good prognosis.",,Needs revision - non specific,
4147411000,432571000,4147411000,Follicular non-Hodgkin's lymphoma,4147411,"Overview: [Deprecated in favor of Malignant Lymphoma, 432571000] is the most common subtype of Non-hodgkins lymphoma, but may have wide variations. Presentation: painless peripheral adenopathy in the cervical, axillary, inguinal, and/or femoral regions that may increase and decrease spontaneously. Most patients are asymptomatic despite widespread disease. Occassionally there may be night sweats. Assessment: excisional biopsy confirms diagnosis. Bone marrow Assessment: and imaging is needed to determine extent of disease. Plan: Most patients only need close followup. Treatment options include chemotherapy (Bendamustine plus rituximab, RCHOP) or immunotherapy alone (rituximab)Prognosis: very good 10 year survival except in rare agressive subtypes. Some patients may go into spontaneous remissions.",,,Y
4163261000,4163261000,4163261000,Prostate cancer,4163261,"Overview: A cancer in a man's prostate, a small walnut-sized gland that produces seminal fluid. Prostate cancer begins when cells in the prostate gland start to grow out of control. Presentation: Difficulty with urination, trouble urinating, decreased force in the stream of urine, blood in semen, discomfort in the pelvic area, bone pain, and erectile dysfunction. Sometimes there are no symptoms at all. Assessment: The prostate specific antigen (PSA) blood test and digital rectal examination (DRE) are two tests that are used to screen for prostate cancer. Only a biopsy can confirm the presence and type of cancer. Plan: In some of these cases, monitoring is recommended. Other types are aggressive and require radiation, surgery, hormone therapy, chemotherapy, or other treatments. Prognosis: Males with early stage prostate cancer have a good chance of effective treatment and survival. The 5-year survival rate for most men with local or regional prostate cancer is nearly 100%. For men diagnosed with prostate cancer that has spread to other parts of the body, the 5-year survival rate is 31%. The 10-year survival rate for local, regional, and distant prostate cancer combined is 98%.",,,
4164770000,4164770000,4164770000,Guillain-Barré syndrome,4164770,"Overview: is a group of heterogenous acute immune-mediated polyneuropathic conditions that most commonly presents as acute, monophasic paralyzing illness provoked by previous infection (molecular mimicry hypothesis). Campylobacter (most common), CMV, EBV, HIV and Zika known to precede GBS. Rarely, immunization, surgery, trauma and bone marrow transplantation can cause. Presentation: Cardinal presentation is progressive, systemic muscle weakness with absent or depressed deep tendon reflexes, but may be highly variable severity and involvement. It typically progresses over 2 weeks. The clinical variant Miller Fisher syndrome (MFS), characterized by ophthalmoplegia, ataxia, and areflexia. Required features - progressive weakness of legs and arms, trunk, bulbar and facial muscles, and external ophthalmoplegia; areflexia or decreased reflexes in weak limbs. Supportive features - progressive symptoms over time, symmetry, autonomic dysfunction, elevated CSF protein with cell count less than 50/mm^3. Many variants of GBS - AIPD, Miller Fisher Syndrome, Acute Motor Axonal Neuropathy. 1-2 cases per 100,000 people/year. Incidence increased with age, male sex. Assessment: History of physical, CSF analysis, electrodiagnostic studies, MRI spine MRI brain. Nerve conduction studies abnormal (normal in Miller Fisher syndrome). Plan: If severe respiratory muscle weakness present, ventilatory support needed (10-30% of patients), supportive care including monitoring of cardiac and respiratory function; plasma exchange or IVIG; rehabilitation. Prognosis: Poor for older age, rapid onset, severe muscle weakness on admisison, need for ventilatory support, severely abnormal EMG, preceding diarrheal illness. Prognostic scoring tool at https://gbstools.erasmusmc.nl/prognosis-tool",,,
4169095000,4094294000,4169095000,Bradycardia,4169095,"Overview: [Deprecated in favor of Clinical Signs and Symptoms 4094294000] Slower than normal heart rate. Adults at rest usually beat between 60 and 100 times a minute. Bradycarida is fewer than 60 beats per minute. Depends on age and physical condition. Presentation: near-fainting or fainting, dizzy, fatigure, SOB, chest pain, confusion Assessment: Symptoms and history, EKG, or Holter monitor Plan: Borderline or occasional bradycardia may not require treatment. Change in medications, pacemaker Prognosis: Bradycardia can be treated and cured.",,,Y
4174977000,378416000,4174977000,Diabetic Retinopathy,4174977,"Overview: [Deprecated in favor of Retinal Disorder, 378416000] Complication of diabetes affecting the eyes (usually both eyes), damage to the blood vessels in the retina. Poorly controlled blood sugar is a risk factor. Can develop in anyone who has type 1 or type 2 diabetes.Early diabetic retinopathy — called nonproliferative diabetic retinopathy (NPDR) and Advanced diabetic retinopathy - more severe type, is proliferative diabetic retinopathy (PDR). Presentation: Floaters, blurriness, dark areas of vision, difficulty seeing colors Assessment: dilated eye exam, vision test, Fluorescein angiography, optical coherence tomography (OCT) examPlan: Manage diabetes and blood sugar level. Early - no treatment right away. Advanced - surgical treatment/laser treatment - photocoagulation, Panretinal photocoagulation, Vitrectomy, injecting medicine into the eye (vascular endothelial growth factor (VEGF) inhibitors)Prognosis: Blindness can occur. Diabetes is lifeling condition, so future retinal damage and vision loss are always possible.",,,Y
,4175485000,4175485000,Myeloproliferative disorder,4175485,Overview: Presentation: Assessment: Plan: Prognosis:,,,
4180790000,4180790000,4180790000,Colon cancer,4180790,"Overview: Tumorous growths develop in the large intestine. Colorectal cancer, which describes co-occurring colon cancer and rectal cancer, is also common. Stages 0 to 4. Presentation: No symptoms, but progresses. change in stools, abdominal pain, cramping, bloating or gas, weak/fatigue, weight loss, iron deficiency (if cancer spreads - can cause additional symptoms in the new area)Assessment: Colonoscopy (and biopsy), barium enema, sigmoidoscopy; other tests if biopsy is positive - CXR, ultrasound, CT lungs, liver, and abdomen - looking for spread of cancerPlan: Regular screenings from the age of 50 yrs. Surgery, chemo and radiation. Prognosis: Depends on the type and stage of the colon cancer. No spread high survival beyond diagnosis, need early detection and treatment.",,,
4181343000,4181343000,4181343000,Esophageal cancer,4181343,"Overview: Esophageal cancer is most commonly of adenocarcinoma, but in the past it used to be squamous cell carcinoma. Presentation: progressive dysphagia and weight lossAssessment: endoscopy, radiology, histopathologyPlan: depends on the stage, especially if local, locally advanced, unresectable, inoperable etcPrognosis: depends on the stage",,,
4181351000,4181351000,4181351000,Ovarian cancer,4181351,"Overview: Abnormal cells in the ovary begin to multiply out of control and form a tumor. If left untreated, the tumor can spread to other parts of the body (metastatic ovarian cancer). Epithelial ovarian cancer is the most common type of ovarian cancer. Presentation: No symptoms in the early stages. Abdominal bloating, pressure and pain; increase in urination, fatigue, back pain, menstrual irregularities, painful intercourse. Later - weight loss, loss of appetite Assessment: Family history, no routine diagnostic screening, self-report of unusual or persistent symptoms; imaging tests (transvaginal ultrasound); abdominal and pelvic CT scans, cancer antigen 125 (CA-125 levels, biomarker), biopsy Plan: Surgery (hysterectomy) and chemotherapy, radiation. Hormone therapy. Prognosis: Ovarian cancer often goes undetected until it has spread within the pelvis and belly. At this late stage, ovarian cancer is more difficult to treat and can be fatal.",,,
4182210000,4182210000,4182210000,Dementia,4182210,"Overview: Not a specific disease, it is a group of conditions characterized by impairment of at least two brain functions, such as memory loss and judgment. Alzheimer's is the most common cause of dementia, but several types Presentation: forgetfulness, limited social skills, and thinking abilities so impaired that it interferes with daily functioningAssessment: No one test to determine dementia. History and physical, laboratory tests, cognitive dementia tests, General Practitioner Assessment: of Cognition (GPCOG) Plan: Symptom management, cholinesterase inhibitors, NMDA receptor antagonistPrognosis: No cure or treatment that slows or stops its progression, brain cell death cannot be reversed",,,
4182711000,4137275000,4182711000,Single organ cutaneous vascultitis (Cutaneous small vessel vasculitis),4182711,"Overview: [Deprecated in favor of 4137275000 Vasculitis] Cutaneious small vesssel vasculitis is a syndrome defined as a single-organ, skin-isolated small vessel vasculitis or angiitis, without systemic vasculitis or glomerulonephritis i.e. without the involvement of other organ systems such as the heart, lungs, GI system, kidney or arthritis. The underlying pathology although commonly leukocytoclastic (LCV) i.e. neutrophilic may also be other small vessel vasculitis such as ANCA, IgAV, HSP. Medication exposure is a common etiology such as penicillins, cephalosporins, sulfonamides (including most loop and thiazide-type diuretics), phenytoin, and allopurinol. Infections such as Hepatitis B/C, HIV, chronic bacteremias like endocarditiis, shunts are associated. Presentation: palpable purpura (0.3 to 1 cm diameter) and/or petechiae (purpuric lesions less than 3 mm in diameter) that are nonblanching; commonly accompanied by urticarial lesions - commonly developing 7 to 10 days after inciting antigen exposure when antigen-antibody immune complexes are developed. With subsequent secondary exposure this period may shorten. Assessment: Clinical diagnosis that is based on history of inciting agent and timing. Diagnosis may be aided by biopsy, immunofluorescence studies. Systemic organ involvement may be ruled out by checking for abnormalities of labs in renal, liver function, peripheral blood, etc. Plan: Discontinuation of the offending drug/agent, usually self-limited after offending agent withdrawn. If infection present, treatment of pathogen should result in resolution of cutaneous vasculitis. Occasionally, persistent symptoms in absence of infection and after withdrawl of offending agent result in need for immune modulators. Prognosis: Typically good for resolution after withdrawl of offending agent or treatment of infection.",,"this phenotype will need diligent review to exclude systemic vasculitis, and medium/large vessel vasculitis",Y
4185711000,4094294000,4185711000,Anosmia,4185711,"Overview: [Deprecated in favor of Clinical Signs and Symptoms 4094294000] partial (hyposmia) or complete (anosmia) loss of smell. Presentation: Food tastes bland, possible weight loss, poor nutrition, stuffy nose (common cold or sinusitis). Assessment: self-report; H&P - chronis sinusitis, COVID-19, nasal polyps; University of Pennsylvania Smell Identification Test (UPSIT); Butanol threshold test; CBC, sed rate, LFTs, thyroid profile. Plan: Depends on the etiology; Nasal and paranasal sinus diseases are the most common causes of olfactory abnormalities; Glucocorticoids, antihistamines, and possible surgery. Prognosis: Depends upon etiology - If obstruction, remove the obstruction. No effective treatment for olfactory and taste impairment caused by viral infections and/or head trauma. Can be permanent. Main neurological symptom and one of the earliest and commonly reported indicators of COVID-19",,,Y
